Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
KATM   36300,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Rosales,Rosaceae,Dryas,octopetala alaskensis,"","",1,"",EA,Dryas alaskensis  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-37,2002-07-04,COM/GD,"","",Arctos=UAM:Herb:60721 ALAAC=V143477,"MCDONALD, DUSTY",10/22/2004,"Springer, Joshua",2/6/2007,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.78,762 m,"","","","dwarf shrub tundra, 90¿ azimuth, 15¿ slope, moist/dry soil, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36300,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Rosales,Rosaceae,Dryas,octopetala alaskensis,"","",1,"",EA,Dryas alaskensis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-37,2002-07-04,COM/GD,"","",Arctos=UAM:Herb:60721 ALAAC=V143477,"MCDONALD, DUSTY",10/22/2004,"Springer, Joshua",2/6/2007,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.78,762 m,"","","","dwarf shrub tundra, 90¿ azimuth, 15¿ slope, moist/dry soil, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36301,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Brassicales; Brassicales; Brassicales,Brassicaceae; Brassicaceae; Brassicaceae,Arabis; Arabis; Arabis,Arabis hirsuta; Arabis alpina; Arabis ciliata,"","",1,"",EA,Arabis hirsuta  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-50,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60722 ALAAC=V143478,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, .5 km E of cabin","",AK,WGS 84,"","","",N58.6/W153.76,8 m,"","","","forb graminoid meadow, 100% vegetation cover, moist sandy soil over gravel, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36301,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Brassicales; Brassicales; Brassicales,Brassicaceae; Brassicaceae; Brassicaceae,Arabis; Arabis; Arabis,Arabis hirsuta; Arabis alpina; Arabis ciliata,"","",1,"",EA,Arabis hirsuta  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-50,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60722 ALAAC=V143478,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, .5 km E of cabin","",AK,WGS 84,"","","",N58.6/W153.76,8 m,"","","","forb graminoid meadow, 100% vegetation cover, moist sandy soil over gravel, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36301,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Brassicales; Brassicales; Brassicales,Brassicaceae; Brassicaceae; Brassicaceae,Arabis; Arabis; Arabis,Arabis hirsuta; Arabis alpina; Arabis ciliata,"","",1,"",EA,Arabis hirsuta  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-50,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60722 ALAAC=V143478,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, .5 km E of cabin","",AK,WGS 84,"","","",N58.6/W153.76,8 m,"","","","forb graminoid meadow, 100% vegetation cover, moist sandy soil over gravel, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36302,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Lupinus,nootkatensis,"","",1,"",EA,Lupinus nootkatensis  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-52,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60723 ALAAC=V143479,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, .5 km E of cabin","",AK,WGS 84,"","","",N58.6/W153.76,8 m,"","","","forb graminoid meadow, 100% vegetation cover, moist sandy soil over gravel, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36302,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Lupinus,nootkatensis,"","",1,"",EA,Lupinus nootkatensis  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-52,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60723 ALAAC=V143479,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, .5 km E of cabin","",AK,WGS 84,"","","",N58.6/W153.76,8 m,"","","","forb graminoid meadow, 100% vegetation cover, moist sandy soil over gravel, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36302,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Lupinus,nootkatensis,"","",1,"",EA,Lupinus nootkatensis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-52,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60723 ALAAC=V143479,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, .5 km E of cabin","",AK,WGS 84,"","","",N58.6/W153.76,8 m,"","","","forb graminoid meadow, 100% vegetation cover, moist sandy soil over gravel, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36303,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Brassicales,Brassicaceae,Draba,borealis,"","",1,"",EA,Draba borealis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-56,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60724 ALAAC=V143480,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, bank of lagoon near trail to cabin","",AK,WGS 84,"","","",N58.6/W153.76,,"","","","270¿ azimuth, 80¿ slope, 10% vegetation cover, moist sand, scattered, flowers white","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36303,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Brassicales,Brassicaceae,Draba,borealis,"","",1,"",EA,Draba borealis  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-56,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60724 ALAAC=V143480,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, bank of lagoon near trail to cabin","",AK,WGS 84,"","","",N58.6/W153.76,,"","","","270¿ azimuth, 80¿ slope, 10% vegetation cover, moist sand, scattered, flowers white","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36303,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Brassicales,Brassicaceae,Draba,borealis,"","",1,"",EA,Draba borealis  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-56,2002-07-05,COM/GD,"","",Arctos=UAM:Herb:60724 ALAAC=V143480,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, bank of lagoon near trail to cabin","",AK,WGS 84,"","","",N58.6/W153.76,,"","","","270¿ azimuth, 80¿ slope, 10% vegetation cover, moist sand, scattered, flowers white","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36304,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fagales,Betulaceae,Betula,nana,"","",1,"",EA,Betula nana  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-57,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60725 ALAAC=V143481,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","low shrub graminoid forb meadow and fen, 100% vegetation cover, subhygric peaty soil with thick Sphagnum layer, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36304,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fagales,Betulaceae,Betula,nana,"","",1,"",EA,Betula nana  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-57,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60725 ALAAC=V143481,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","low shrub graminoid forb meadow and fen, 100% vegetation cover, subhygric peaty soil with thick Sphagnum layer, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36304,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fagales,Betulaceae,Betula,nana,"","",1,"",EA,Betula nana  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-57,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60725 ALAAC=V143481,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","low shrub graminoid forb meadow and fen, 100% vegetation cover, subhygric peaty soil with thick Sphagnum layer, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36305,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Cyperaceae; Cyperaceae; Cyperaceae,Carex; Carex; Carex,Carex disperma; Carex jamesii; Carex rosea,"","",1,"",EA,Carex disperma  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-69,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60726 ALAAC=V143482,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","shrub patch, 100% vegetation cover, deep Sphagnum moss, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36305,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Cyperaceae; Cyperaceae; Cyperaceae,Carex; Carex; Carex,Carex disperma; Carex jamesii; Carex rosea,"","",1,"",EA,Carex disperma  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-69,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60726 ALAAC=V143482,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","shrub patch, 100% vegetation cover, deep Sphagnum moss, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36305,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Cyperaceae; Cyperaceae; Cyperaceae,Carex; Carex; Carex,Carex disperma; Carex jamesii; Carex rosea,"","",1,"",EA,Carex disperma  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-69,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60726 ALAAC=V143482,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","shrub patch, 100% vegetation cover, deep Sphagnum moss, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36306,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Phegopteris,connectilis,"","",1,"",EA,Phegopteris connectilis  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-73,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60727 ALAAC=V143483,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","forb graminoid meadow, 135¿ azimuth, 25-35¿ slope, 100% vegetation cover, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36306,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Phegopteris,connectilis,"","",1,"",EA,Phegopteris connectilis  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-73,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60727 ALAAC=V143483,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","forb graminoid meadow, 135¿ azimuth, 25-35¿ slope, 100% vegetation cover, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36306,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Phegopteris,connectilis,"","",1,"",EA,Phegopteris connectilis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-73,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60727 ALAAC=V143483,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.59,65 m,"","","","forb graminoid meadow, 135¿ azimuth, 25-35¿ slope, 100% vegetation cover, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36307,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Phleum,alpinum,"","",1,"",EA,Phleum alpinum  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-87,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60728 ALAAC=V143484,"MCDONALD, DUSTY",10/22/2004,"Batten, Alan",3/21/2011,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36307,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Phleum,alpinum,"","",1,"",EA,Phleum alpinum  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-87,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60728 ALAAC=V143484,"MCDONALD, DUSTY",10/22/2004,"",3/21/2011,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36307,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Phleum,alpinum,"","",1,"",EA,Phleum alpinum  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-87,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60728 ALAAC=V143484,"MCDONALD, DUSTY",10/22/2004,"Batten, Alan",3/21/2011,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36307,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Phleum,alpinum,"","",1,"",EA,Phleum alpinum  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-87,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60728 ALAAC=V143484,"MCDONALD, DUSTY",10/22/2004,"Batten, Alan",3/21/2011,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36307,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Phleum,alpinum,"","",1,"",EA,Phleum alpinum  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-87,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60728 ALAAC=V143484,"MCDONALD, DUSTY",10/22/2004,"",3/21/2011,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36307,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Phleum,alpinum,"","",1,"",EA,Phleum alpinum  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-87,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60728 ALAAC=V143484,"MCDONALD, DUSTY",10/22/2004,"",3/21/2011,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36308,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,utriculata,"","",1,"",EA,Carex utriculata  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-102,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60729 ALAAC=V143485,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, standing water up to 75 cm, abundant","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36309,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Malpighiales,Salicaceae,Salix,fuscescens,"","",1,"",EA,Salix fuscescens  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-108,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60730 ALAAC=V143486,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, wet mud, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36310,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Poaceae; Poaceae; Poaceae,Dupontia; Dupontia; Dupontia,Dupontia fisheri; Dupontia fisheri; Dupontia fisheri,"","",1,"",EA,Dupontia fisheri subsp. psilosantha  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-113,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60731 ALAAC=V143487,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.69,,"","","","wet sedge meadow, thick Sphagnum, scattered/patchy to numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36311,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Ericales,Polemoniaceae,Polemonium,acutiflorum,"","",1,"",EA,Polemonium acutiflorum  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-123,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60732 ALAAC=V143488,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","open graminoid meadow, 180¿ azimuth, 5-10¿ slope, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36311,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Ericales,Polemoniaceae,Polemonium,acutiflorum,"","",1,"",EA,Polemonium acutiflorum  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-123,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60732 ALAAC=V143488,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","open graminoid meadow, 180¿ azimuth, 5-10¿ slope, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36312,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Arnica,lessingii,"","",1,"",EA,Arnica lessingii subsp. lessingii  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-145,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60733 ALAAC=V143489,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.77,,"","","","0¿ slope, 100% vegetation cover, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36312,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Arnica,lessingii,"","",1,"",EA,Arnica lessingii subsp. lessingii  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-145,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60733 ALAAC=V143489,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.63/W153.77,,"","","","0¿ slope, 100% vegetation cover, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36313,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Arnica,chamissonis,"","",1,"",EA,Arnica chamissonis  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-147,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60734 ALAAC=V143490,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","135¿ azimuth, 40¿ slope, 100% vegetation cover, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36313,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Arnica,chamissonis,"","",1,"",EA,Arnica chamissonis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-147,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60734 ALAAC=V143490,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","135¿ azimuth, 40¿ slope, 100% vegetation cover, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
