Catalog #|Accession #|Class 1|Kingdom|Phylum/Division|Class|Order|Family|Sci. Name:Genus|Sci. Name:Species|Common Name|Item Count|Quantity|Storage Unit|Description|Dimens/Weight|Collector|Collection #|Collection Date|Condition|Condition Desc|Study #|Other Numbers|Cataloger|Catalog Date|Identified By|Ident Date|Repro Method|Locality|Unit|State|Reference Datum|Watrbody/Drain:Waterbody|Watrbody/Drain:Drainage|UTM Z/E/N|Lat LongN/W|Elevation|Depth|Depos Environ|Habitat/Comm|Habitat|Slope|Aspect|Soil Type|For/Per/Sub|Assoc Spec|Type Specimen|Threat/Endang|T/E Date|Rare|Exotic/Native|Age|Sex|Ctrl Prop|Location|Object Status|Status Date
KATM   36247|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|hyperboreus|arctic buttercup --high northern buttercup|2|0|EA|Ranunculus hyperboreus hyperboreus vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-443|8/7/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60668; ALAAC # V143424; Photo # AJ 3-26|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)|KATM|AK|NAD 27||||58.18N/155.97W __58 __11.1659 __ __155 __58.654|168||||20% vegetation cover; sandy soil; scattered|||||Epilobium latifolium, Alnus spp., Salix spp., Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36248|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Artemisia|tilesii|Tilesius wormwood'|2|0|EA|Artemisia tilesii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-444|8/7/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60669; ALAAC # V143425; Photo # AJ 3-26|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)|KATM|AK|NAD 27||||58.18N/155.97W __58 __11.1659 __ __155 __58.654|168||||20% vegetation cover; wet sand; scattered|||||Epilobium latifolium, Alnus spp., Salix spp., Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36249|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Prenanthes|alata|western rattlesnakeroot|2|0|EA|Prenanthes alata vascular plant specimens mounted on herbarium sheet; Catalog of Life 2013 lists this name as a synonym of provisionally accepted name Nabalus alatus Hook., however Prenanthes alata is the name accepted by ITIS and ICMS and was the one given on the spreadsheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-449|8/8/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60670; ALAAC # V143426; Photo # AJ 3-35|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., S ridge up peak 2640'~KATM'|AK|NAD 27||||58.21N/155.93W __58 __13.183 __ __155 __56.1813|305||||herbaceous meadow; 180 degrees azimuth; 40 degrees slope; 100% vegetation cover; mesic soil; scattered|||||Angelica lucida, Festuca altaica, Epilobium angustifolium, Phegopteris connectilis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013|
KATM   36250|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaver|radicatum|rooted poppy|2|0|EA|Papaver radicatum alaskanum vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-450|8/8/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60671; ALAAC # V143427; Photo # AJ 3-36|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., S ridge up peak 2640'~KATM'|AK|NAD 27||||58.23N/155.94W __58 __13.8334 __ __155 __56.4394|610||||137 degrees azimuth; 35 degrees slope; 10% vegetation cover; talus; scattered|||||Carex microchaeta, Empetrum nigrum, Rhododendron camtschaticum, Claytonia scammaniana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013|
KATM   36251|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonum|aviculare|yard knotweed --prostrate knotweed|2|0|EA|Polygonum aviculare  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-454|8/8/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60672; ALAAC # V143428; Photo # AJ 3-37|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|11/1/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., SE side of Contact Lake (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.93W __58 __13.0574 __ __155 __56.2702|183||||wet moss; rare|||||Epilobium beeringianum, Mimulus guttatis, Calamagrostis canadensis, Rumex fenestratus||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36252|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Lentibulariaceae|Utricularia|vulgaris|Common Bladderwort|2|0|EA|Utricularia vulgaris  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-455|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60673; ALAAC # V143429; Photo # AJ 4-2|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., NE side of Contact Lake (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.95W __58 __12.687 __ __155 __57.4595|183||||under 0.5 m water; scattered|||||Hippuris vulgaris, Carex aquatilis, Betula nana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36253|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Alismatales|Potamogetonaceae|Potamogeton|pusillus|small pondweed|2|0|EA|Potamogeton pusillus tenuissimus vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-456|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60674; ALAAC # V143430; Photo # AJ 4-2|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., NE side of Contact Lake (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.95W __58 __12.687 __ __155 __57.4595|183||||under 0.5 m water; scattered|||||Hippuris vulgaris, Carex aquatilis, Betula nana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36254|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|bigelowii|Bigelows sedge'|2|0|EA|Carex bigelowii  vascular plant specimens mounted on herbarium sheet; cf.||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-458|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60675; ALAAC # V143431; Photo # AJ 4-2|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., NE side of Contact Lake (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.95W __58 __12.687 __ __155 __57.4595|183||||mesic soil; scattered|||||Empetrum nigrum, Salix spp., Carex spp., Betula nana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36255|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Equisetopsida|Equisetales|Equisetaceae|Equisetum|arvense|scouringrush --western horsetail --field horsetail --common horsetail --pr├¬le des champs|2|0|EA|Equisetum arvense  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-459|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60676; ALAAC # V143432; Photo # AJ 4-2|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., NE side of Contact Lake (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.95W __58 __12.687 __ __155 __57.4595|183||||mesic soil; scattered|||||Hippuris vulgaris, Carex aquatilis, Betula nana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36256|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Aconitum|delphiniifolium|Monkshood --aconite --wolfsbane|2|0|EA|Aconitum delphinifolium  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-460|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60677; ALAAC # V143433; Photo # AJ 4-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Ickert-Bond, Steffi|8/20/2007||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., N ridge of Contact Lake margin (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.96W __58 __13.0539 __ __155 __57.8132|183||||moist soil; scattered|||||Salix spp., Betula nana, Calamagrostis canadensis, Empetrum nigrum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36257|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Lycopodiopsida|Isoetales|Isoetaceae|Isoetes|echinospora|spiny-spore quillwort --iso├¿te ├á spores ├⌐pineuses|2|0|EA|Isoetes tenella  vascular plant specimens mounted on herbarium sheet; was Isoetes echinospora||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-462|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60678; ALAAC # V143434; Photo # AJ 4-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., N ridge of Contact Lake margin (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.96W __58 __13.0539 __ __155 __57.8132|183||||rare; washed up along lakeshore|||||Salix spp., Betula nana, Calamagrostis canadensis, Empetrum nigrum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36258|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Artemisia|tilesii|Tilesius wormwood'|2|0|EA|Artemisia tilesii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-463|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60679; ALAAC # V143435; Photo # AJ 4-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., N ridge of Contact Lake margin (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.96W __58 __13.0539 __ __155 __57.8132|183||||mesic soil; scattered washed up along lakeshore|||||Salix spp., Betula nana, Calamagrostis canadensis, Empetrum nigrum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36259|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Stellaria|longipes|longstalk starwort --chickweed|2|0|EA|Stellaria longipes longipes vascular plant specimens mounted on herbarium sheet; was Stellaria laeta||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-464|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60680; ALAAC # V143436; Photo # AJ 4-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., N ridge of Contact Lake margin (large lake near Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.96W __58 __13.0539 __ __155 __57.8132|183||||mesic soil; rare; washed up along lakeshore|||||Salix spp., Betula nana, Calamagrostis canadensis, Empetrum nigrum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36260|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Alismatales|Potamogetonaceae|Potamogeton|alpinus|alpine pondweed|2|0|EA|Potamogeton alpinus  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-467|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60681; ALAAC # V143437; Photo # AJ 4-6|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., ponds on N side of Contact Lake margin (large lake E of Contact Cr.)|KATM|AK|NAD 27||||58.22N/155.98W __58 __13.3748 __ __155 __59.1894|183||||under 0.5 m water; scattered|||||Carex aquatilis, Eriophorum spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36261|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Orobanchaceae|Pedicularis|parviflora|smallflower lousewort|2|0|EA|Pedicularis parviflora  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-468|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60682; ALAAC # V143438; Photo # AJ 4-6|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., ponds on N side of Contact Lake margin (large lake E of Contact Cr.)|KATM|AK|NAD 27||||58.22N/155.98W __58 __13.3748 __ __155 __59.1894|183||||rare; flowers pink to dark purple at tip|||||Carex aquatilis, Eriophorum spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36262|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Arctagrostis|latifolia|wideleaf polargrass|2|0|EA|Arctagrostis latifolia latifolia vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-469|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60683; ALAAC # V143439; Photo # AJ 4-7|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., NW shore of Contact Lake (large lake E of Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.98W __58 __13.1122 __ __155 __58.9847|183||||sand and gravel; locally numerous|||||Epilobium beeringianum, Rorippa palustris, Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36263|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Salix|glauca|grayleaf willow|2|0|EA|Salix glauca acutifolia vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-471|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60684; ALAAC # V143440|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., W edge of Contact Lake (large lake E of Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.98W __58 __12.735 __ __155 __58.9455|183||||alder thicket; scattered; tall shrub|||||Alnus spp, Salix spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36264|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Arnica|chamissonis|Chamisso arnica|2|0|EA|Arnica chamissonis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-474|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60685; ALAAC # V143441|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., along Contact Cr. just S of large lake (Contact Lake)|KATM|AK|NAD 27||||58.18N/155.96W __58 __11.304 __ __155 __57.918|168||||meadow with scattered tall shrubs; moist soil; patchy|||||Epilobium angustifolium, Salix spp., Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36265|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Matricaria|discoidea|pineapple weed --pineappleweed --disc mayweed|2|0|EA|Matricaria discoidea vascular plant specimens mounted on herbarium sheet; originally called Matricaria matricarioides but that synonym is not accepted by ITIS or ICMS||Pearse, Ian|02-476|8/13/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60686; ALAAC # V143442|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Brooks Camp, around buildings and roads|KATM|AK|NAD 27||||58.55N/155.77W __58 __33.4465 __ __155 __46.6006|8||||scattered|||||Equisetum arvense, Achillea spp., Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36266|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Capsella|bursa-pastoris|shepherds-purse --shepherdspurse'|2|0|EA|Capsella bursa-pastoris  (L.) Medik. vascular plant specimens mounted on herbarium sheet; originally called Capsella rubella but that synonym is not accepted by ITIS or ICMS||Pearse, Ian|02-477|8/13/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60687; ALAAC # V143443|ANDERSON, MARGARET M.|6/26/2013 0:00|Batten, Alan R.|5/27/2005||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Brooks Camp, around buildings and roads|KATM|AK|NAD 27||||58.55N/155.77W __58 __33.4465 __ __155 __46.6006|8||||rare|||||Equisetum arvense, Achillea spp., Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36267|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Taraxacum|trigonolobum|Dandelion|2|0|EA|Taraxacum trigonolobum  vascular plant specimens mounted on herbarium sheet||Pearse, Ian|02-478|8/13/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60688; ALAAC # V143444|ANDERSON, MARGARET M.|6/26/2013 0:00|Brouillet, Luc|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Brooks Camp, Historic Cabin Re-creation|KATM|AK|NAD 27||||58.55N/155.78W __58 __33.4008 __ __155 __46.8825|8||||scattered|||||Equisetum arvense, Achillea spp., Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36268|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonum|fowleri|Fowlers knotweed'|2|0|EA|Polygonum fowleri  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-480|8/9/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60689; ALAAC # V143445; Photo # AJ 4-7|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Contact Cr., NW shore of Contact Lake (large lake E of Contact Cr.)|KATM|AK|NAD 27||||58.21N/155.98W __58 __13.1122 __ __155 __58.9847|183||||sand and gravel; scattered;|||||Epilobium behringianum, Rorippa palustris, Calamagrostis canadensis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36269|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|bigelowii|spruce muskeg sedge|2|0|EA|Carex bigelowii lugens vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-482|8/12/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60690; ALAAC # V143446; Photo digital  #  2552|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, opening in woods at km 150.5 pullout 1 km W of road|KATM|AK|NAD 27||||58.45N/155.65W __58 __27.2589 __ __155 __39.043|107||||wet low shrub sedge meadow in opening of mixed spruce forest; 0 degrees slope; 100% vegetation cover; scattered; forming tussocks|||||Salix barclayi, Carex utriculata, Equisetum fluviatile||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36270|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Salix|arbusculoides|littletree willow|2|0|EA|Salix arbusculoides  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-483|8/12/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60691; ALAAC # V143447; Photo digital  #  2552|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, opening in woods at km 150.5 pullout 1 km W of road|KATM|AK|NAD 27||||58.45N/155.65W __58 __27.2589 __ __155 __39.043|107||||wet low shrub sedge meadow in opening of mixed spruce forest; 0 degrees slope; 100% vegetation cover; rare; shrub about 2 m tall|||||Salix barclayi, Carex utriculata, Equisetum fluviatile||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36271|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonum|aviculare|yard knotweed --prostrate knotweed|2|0|EA|Polygonum aviculare  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-484|8/12/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60692; ALAAC # V143448|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|11/1/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, downstream from stream crossing at km 28|KATM|AK|NAD 27||||58.39N/155.51W __58 __23.6079 __ __155 __30.6485|168||||1 degrees slope; moist sand; scattered|||||Salix barclayi, Salix alaxensis, Epilobium latifolium, Parnassia palustris, Artemisia tilesii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36272|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Agrostis|scabra|rough bentgrass --rough bent --ticklegrass|2|0|EA|Agrostis scabra  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-485|8/12/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60693; ALAAC # V143449|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, downstream from stream crossing at km 28|KATM|AK|NAD 27||||58.39N/155.51W __58 __23.6079 __ __155 __30.6485|168||||2 degrees slope; moist sand; scattered|||||Salix barclayi, Salix alaxensis, Epilobium latifolium, Parnassia palustris, Artemisia tilesii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36273|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Equisetopsida|Equisetales|Equisetaceae|Equisetum|variegatum|variegated horsetail --variegated scouring-rush --variegated scouringrush --pr├¬le panach├⌐e|2|0|EA|Equisetum variegatum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-486|8/12/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60694; ALAAC # V143450|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, downstream from stream crossing at km 28|KATM|AK|NAD 27||||58.39N/155.51W __58 __23.6079 __ __155 __30.6485|168||||0 degrees slope; moist sand; numerous|||||Salix barclayi, Salix alaxensis, Epilobium latifolium, Parnassia palustris, Artemisia tilesii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36274|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Actaea|rubra|western baneberry --red baneberry|2|0|EA|Actaea rubra   vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-489|8/12/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60695; ALAAC # V143451; Photo digital #  2565|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, stream crossing at km 28|KATM|AK|NAD 27||||58.38N/155.51W __58 __23.2178 __ __155 __30.6975|168||||tall (15m) cottonwood stand; 0 degrees slope; moist soil; scattered|||||Populus tremuloides, Salix barclayi, Calamagrostis canadensis, Epilobium angustifolium, Equisetum arvense, Streptopus amplexifolius||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
